site_name,site_url
Swan Lake Kitchen,https://www.fs.usda.gov/recarea/colville/recarea/?recid=70758
Campground: Beaver,https://www.fs.usda.gov/recarea/giffordpinchot/recarea/?recid=31708
Kaner Flat Campground,https://www.fs.usda.gov/recarea/okawen/recarea/?recid=58311
American Forks Campground,https://www.fs.usda.gov/recarea/okawen/recarea/?recid=58097
Campground: Moss Creek,https://www.fs.usda.gov/recarea/giffordpinchot/recarea/?recid=31848
